variant,bandwidth_hz,channel,snr_db,what,trial,ok,seconds,tries
beta.54,2300,good,-12.0,probe,14,0,,
beta.54,2300,good,-12.0,call,15,0,,
beta.54,2300,good,-12.0,probe,15,0,,
beta.54,2300,good,-12.0,call,16,1,19.0,3
beta.54,2300,good,-12.0,probe,16,0,,
beta.54,2300,good,-12.0,call,17,1,20.0,3
beta.54,2300,good,-12.0,probe,17,0,,
beta.54,2300,good,-12.0,call,18,1,19.0,3
beta.54,2300,good,-12.0,probe,18,0,,
beta.54,2300,good,-12.0,call,19,1,22.0,3
beta.54,2300,good,-12.0,probe,19,0,,
beta.54,2300,good,-12.0,call,20,1,20.0,3
beta.54,2300,good,-12.0,probe,20,0,,
beta.54,2300,good,-12.0,call,21,1,47.0,5
beta.54,2300,good,-12.0,probe,21,0,,
beta.54,2300,good,-12.0,call,22,1,74.0,7
beta.54,2300,good,-12.0,probe,22,0,,
beta.54,2300,good,-12.0,call,23,1,19.0,3
beta.54,2300,good,-12.0,probe,23,0,,
beta.54,2300,good,-12.0,call,24,1,21.0,3
beta.54,2300,good,-12.0,probe,24,0,,
beta.54,2300,good,-12.0,call,25,1,20.0,3
beta.54,2300,good,-12.0,probe,25,0,,
beta.54,2300,good,-12.0,call,26,1,20.0,3
beta.54,2300,good,-12.0,probe,26,0,,
beta.54,2300,good,-12.0,call,27,1,18.0,3
beta.54,2300,good,-12.0,probe,27,0,,
beta.54,2300,good,-12.0,call,28,1,19.0,3
beta.54,2300,good,-12.0,probe,28,0,,
beta.54,2300,good,-12.0,call,29,1,95.0,7
beta.54,2300,good,-12.0,probe,29,0,,
beta.54,2300,good,-8.0,call,0,1,19.0,3
beta.54,2300,good,-8.0,probe,0,0,,
beta.54,2300,good,-8.0,call,1,1,20.0,3
beta.54,2300,good,-8.0,probe,1,0,,
beta.54,2300,good,-8.0,call,2,1,20.0,3
beta.54,2300,good,-8.0,probe,2,0,,
beta.54,2300,good,-8.0,call,3,1,20.0,3
beta.54,2300,good,-8.0,probe,3,0,,
beta.54,2300,good,-8.0,call,4,1,19.0,3
beta.54,2300,good,-8.0,probe,4,0,,
beta.54,2300,good,-8.0,call,5,1,19.0,3
beta.54,2300,good,-8.0,probe,5,0,,
beta.54,2300,good,-8.0,call,6,1,19.0,3
beta.54,2300,good,-8.0,probe,6,0,,
beta.54,2300,good,-8.0,call,7,1,7.0,2
beta.54,2300,good,-8.0,probe,7,0,,
beta.54,2300,good,-8.0,call,8,1,21.0,3
beta.54,2300,good,-8.0,probe,8,0,,
beta.54,2300,good,-8.0,call,9,1,22.0,3
beta.54,2300,good,-8.0,probe,9,0,,
beta.54,2300,good,-8.0,call,10,1,7.0,2
beta.54,2300,good,-8.0,probe,10,0,,
beta.54,2300,good,-8.0,call,11,1,50.0,5
beta.54,2300,good,-8.0,probe,11,0,,
beta.54,2300,good,-8.0,call,12,1,22.0,3
beta.54,2300,good,-8.0,probe,12,0,,
beta.54,2300,good,-8.0,call,13,1,21.0,3
beta.54,2300,good,-8.0,probe,13,0,,
beta.54,2300,good,-8.0,call,14,1,21.0,3
beta.54,2300,good,-8.0,probe,14,0,,
beta.54,2300,good,-8.0,call,15,1,19.0,3
beta.54,2300,good,-8.0,probe,15,0,,
beta.54,2300,good,-8.0,call,16,1,7.0,2
beta.54,2300,good,-8.0,probe,16,0,,
beta.54,2300,good,-8.0,call,17,1,20.0,3
beta.54,2300,good,-8.0,probe,17,0,,
beta.54,2300,good,-8.0,call,18,1,3.0,1
beta.54,2300,good,-8.0,probe,18,1,3.0,
beta.54,2300,good,-8.0,call,19,1,22.0,3
beta.54,2300,good,-8.0,probe,19,0,,
beta.54,2300,good,-8.0,call,20,1,20.0,3
beta.54,2300,good,-8.0,probe,20,0,,
beta.54,2300,good,-8.0,call,21,1,21.0,3
beta.54,2300,good,-8.0,probe,21,0,,
beta.54,2300,good,-8.0,call,22,1,20.0,3
beta.54,2300,good,-8.0,probe,22,0,,
beta.54,2300,good,-8.0,call,23,1,19.0,3
beta.54,2300,good,-8.0,probe,23,0,,
beta.54,2300,good,-8.0,call,24,1,6.0,2
beta.54,2300,good,-8.0,probe,24,0,,
beta.54,2300,good,-8.0,call,25,1,20.0,3
beta.54,2300,good,-8.0,probe,25,0,,
beta.54,2300,good,-8.0,call,26,1,20.0,3
beta.54,2300,good,-8.0,probe,26,0,,
beta.54,2300,good,-8.0,call,27,1,18.0,3
beta.54,2300,good,-8.0,probe,27,0,,
beta.54,2300,good,-8.0,call,28,1,19.0,3
beta.54,2300,good,-8.0,probe,28,0,,
beta.54,2300,good,-8.0,call,29,1,21.0,3
beta.54,2300,good,-8.0,probe,29,0,,
beta.54,2300,good,-4.0,call,0,1,19.0,3
beta.54,2300,good,-4.0,probe,0,0,,
beta.54,2300,good,-4.0,call,1,1,20.0,3
beta.54,2300,good,-4.0,probe,1,0,,
beta.54,2300,good,-4.0,call,2,1,20.0,3
beta.54,2300,good,-4.0,probe,2,0,,
beta.54,2300,good,-4.0,call,3,1,3.0,1
beta.54,2300,good,-4.0,probe,3,1,3.0,
beta.54,2300,good,-4.0,call,4,1,3.0,1
beta.54,2300,good,-4.0,probe,4,1,3.0,
beta.54,2300,good,-4.0,call,5,1,19.0,3
beta.54,2300,good,-4.0,probe,5,0,,
beta.54,2300,good,-4.0,call,6,1,19.0,3
beta.54,2300,good,-4.0,probe,6,0,,
beta.54,2300,good,-4.0,call,7,1,7.0,2
beta.54,2300,good,-4.0,probe,7,0,,
beta.54,2300,good,-4.0,call,8,1,3.0,1
beta.54,2300,good,-4.0,probe,8,1,3.0,
beta.54,2300,good,-4.0,call,9,1,22.0,3
beta.54,2300,good,-4.0,probe,9,0,,
beta.54,2300,good,-4.0,call,10,1,7.0,2
beta.54,2300,good,-4.0,probe,10,0,,
beta.54,2300,good,-4.0,call,11,1,7.0,2
beta.54,2300,good,-4.0,probe,11,0,,
beta.54,2300,good,-4.0,call,12,1,7.0,2
beta.54,2300,good,-4.0,probe,12,0,,
beta.54,2300,good,-4.0,call,13,1,21.0,3
beta.54,2300,good,-4.0,probe,13,0,,
beta.54,2300,good,-4.0,call,14,1,21.0,3
beta.54,2300,good,-4.0,probe,14,0,,
beta.54,2300,good,-4.0,call,15,1,19.0,3
beta.54,2300,good,-4.0,probe,15,0,,
beta.54,2300,good,-4.0,call,16,1,3.0,1
beta.54,2300,good,-4.0,probe,16,1,3.0,
beta.54,2300,good,-4.0,call,17,1,3.0,1
beta.54,2300,good,-4.0,probe,17,1,3.0,
beta.54,2300,good,-4.0,call,18,1,3.0,1
beta.54,2300,good,-4.0,probe,18,1,3.0,
beta.54,2300,good,-4.0,call,19,1,22.0,3
beta.54,2300,good,-4.0,probe,19,0,,
beta.54,2300,good,-4.0,call,20,1,3.0,1
beta.54,2300,good,-4.0,probe,20,1,3.0,
beta.54,2300,good,-4.0,call,21,1,7.0,2
beta.54,2300,good,-4.0,probe,21,0,,
beta.54,2300,good,-4.0,call,22,1,3.0,1
beta.54,2300,good,-4.0,probe,22,1,3.0,
beta.54,2300,good,-4.0,call,23,1,3.0,1
beta.54,2300,good,-4.0,probe,23,1,3.0,
beta.54,2300,good,-4.0,call,24,1,6.0,2
beta.54,2300,good,-4.0,probe,24,0,,
beta.54,2300,good,-4.0,call,25,1,20.0,3
beta.54,2300,good,-4.0,probe,25,0,,
beta.54,2300,good,-4.0,call,26,1,20.0,3
beta.54,2300,good,-4.0,probe,26,0,,
beta.54,2300,good,-4.0,call,27,1,18.0,3
beta.54,2300,good,-4.0,probe,27,0,,
beta.54,2300,good,-4.0,call,28,1,6.0,2
beta.54,2300,good,-4.0,probe,28,0,,
beta.54,2300,good,-4.0,call,29,1,21.0,3
beta.54,2300,good,-4.0,probe,29,0,,
beta.54,2300,good,0.0,call,0,1,3.0,1
beta.54,2300,good,0.0,probe,0,1,3.0,
beta.54,2300,good,0.0,call,1,1,3.0,1
beta.54,2300,good,0.0,probe,1,1,3.0,
beta.54,2300,good,0.0,call,2,1,3.0,1
beta.54,2300,good,0.0,probe,2,1,3.0,
beta.54,2300,good,0.0,call,3,1,3.0,1
beta.54,2300,good,0.0,probe,3,1,3.0,
beta.54,2300,good,0.0,call,4,1,3.0,1
beta.54,2300,good,0.0,probe,4,1,3.0,
beta.54,2300,good,0.0,call,5,1,3.0,1
beta.54,2300,good,0.0,probe,5,1,3.0,
beta.54,2300,good,0.0,call,6,1,3.0,1
beta.54,2300,good,0.0,probe,6,1,3.0,
beta.54,2300,good,0.0,call,7,1,3.0,1
beta.54,2300,good,0.0,probe,7,1,3.0,
beta.54,2300,good,0.0,call,8,1,3.0,1
beta.54,2300,good,0.0,probe,8,1,3.0,
beta.54,2300,good,0.0,call,9,1,3.0,1
beta.54,2300,good,0.0,probe,9,1,3.0,
beta.54,2300,good,0.0,call,10,1,3.0,1
beta.54,2300,good,0.0,probe,10,1,3.0,
beta.54,2300,good,0.0,call,11,1,3.0,1
beta.54,2300,good,0.0,probe,11,1,3.0,
beta.54,2300,good,0.0,call,12,1,3.0,1
beta.54,2300,good,0.0,probe,12,1,3.0,
beta.54,2300,good,0.0,call,13,1,3.0,1
beta.54,2300,good,0.0,probe,13,1,3.0,
beta.54,2300,good,0.0,call,14,1,21.0,3
beta.54,2300,good,0.0,probe,14,0,,
beta.54,2300,good,0.0,call,15,1,3.0,1
beta.54,2300,good,0.0,probe,15,1,3.0,
beta.54,2300,good,0.0,call,16,1,3.0,1
beta.54,2300,good,0.0,probe,16,1,3.0,
beta.54,2300,good,0.0,call,17,1,3.0,1
beta.54,2300,good,0.0,probe,17,1,3.0,
beta.54,2300,good,0.0,call,18,1,3.0,1
beta.54,2300,good,0.0,probe,18,1,3.0,
beta.54,2300,good,0.0,call,19,1,22.0,3
beta.54,2300,good,0.0,probe,19,0,,
beta.54,2300,good,0.0,call,20,1,3.0,1
beta.54,2300,good,0.0,probe,20,1,3.0,
beta.54,2300,good,0.0,call,21,1,3.0,1
beta.54,2300,good,0.0,probe,21,1,3.0,
beta.54,2300,good,0.0,call,22,1,3.0,1
beta.54,2300,good,0.0,probe,22,1,3.0,
beta.54,2300,good,0.0,call,23,1,3.0,1
beta.54,2300,good,0.0,probe,23,1,3.0,
beta.54,2300,good,0.0,call,24,1,3.0,1
beta.54,2300,good,0.0,probe,24,1,3.0,
beta.54,2300,good,0.0,call,25,1,3.0,1
beta.54,2300,good,0.0,probe,25,1,3.0,
beta.54,2300,good,0.0,call,26,1,3.0,1
beta.54,2300,good,0.0,probe,26,1,3.0,
beta.54,2300,good,0.0,call,27,1,18.0,3
beta.54,2300,good,0.0,probe,27,0,,
beta.54,2300,good,0.0,call,28,1,3.0,1
beta.54,2300,good,0.0,probe,28,1,3.0,
beta.54,2300,good,0.0,call,29,1,3.0,1
beta.54,2300,good,0.0,probe,29,1,3.0,
beta.54,2300,good,4.0,call,0,1,3.0,1
beta.54,2300,good,4.0,probe,0,1,3.0,
beta.54,2300,good,4.0,call,1,1,3.0,1
beta.54,2300,good,4.0,probe,1,1,3.0,
beta.54,2300,good,4.0,call,2,1,3.0,1
beta.54,2300,good,4.0,probe,2,1,3.0,
beta.54,2300,good,4.0,call,3,1,3.0,1
beta.54,2300,good,4.0,probe,3,1,3.0,
beta.54,2300,good,4.0,call,4,1,3.0,1
beta.54,2300,good,4.0,probe,4,1,3.0,
beta.54,2300,good,4.0,call,5,1,3.0,1
beta.54,2300,good,4.0,probe,5,1,3.0,
beta.54,2300,good,4.0,call,6,1,3.0,1
beta.54,2300,good,4.0,probe,6,1,3.0,
beta.54,2300,good,4.0,call,7,1,3.0,1
beta.54,2300,good,4.0,probe,7,1,3.0,
beta.54,2300,good,4.0,call,8,1,3.0,1
beta.54,2300,good,4.0,probe,8,1,3.0,
beta.54,2300,good,4.0,call,9,1,3.0,1
beta.54,2300,good,4.0,probe,9,1,3.0,
beta.54,2300,good,4.0,call,10,1,3.0,1
beta.54,2300,good,4.0,probe,10,1,3.0,
beta.54,2300,good,4.0,call,11,1,3.0,1
beta.54,2300,good,4.0,probe,11,1,3.0,
beta.54,2300,good,4.0,call,12,1,3.0,1
beta.54,2300,good,4.0,probe,12,1,3.0,
beta.54,2300,good,4.0,call,13,1,3.0,1
beta.54,2300,good,4.0,probe,13,1,3.0,
beta.54,2300,good,4.0,call,14,1,8.0,2
beta.54,2300,good,4.0,probe,14,0,,
beta.54,2300,good,4.0,call,15,1,3.0,1
beta.54,2300,good,4.0,probe,15,1,3.0,
beta.54,2300,good,4.0,call,16,1,3.0,1
beta.54,2300,good,4.0,probe,16,1,3.0,
beta.54,2300,good,4.0,call,17,1,3.0,1
beta.54,2300,good,4.0,probe,17,1,3.0,
beta.54,2300,good,4.0,call,18,1,3.0,1
beta.54,2300,good,4.0,probe,18,1,3.0,
beta.54,2300,good,4.0,call,19,1,3.0,1
beta.54,2300,good,4.0,probe,19,1,3.0,
beta.54,2300,good,4.0,call,20,1,3.0,1
beta.54,2300,good,4.0,probe,20,1,3.0,
beta.54,2300,good,4.0,call,21,1,3.0,1
beta.54,2300,good,4.0,probe,21,1,3.0,
beta.54,2300,good,4.0,call,22,1,3.0,1
beta.54,2300,good,4.0,probe,22,1,3.0,
beta.54,2300,good,4.0,call,23,1,3.0,1
beta.54,2300,good,4.0,probe,23,1,3.0,
beta.54,2300,good,4.0,call,24,1,3.0,1
beta.54,2300,good,4.0,probe,24,1,3.0,
beta.54,2300,good,4.0,call,25,1,3.0,1
beta.54,2300,good,4.0,probe,25,1,3.0,
beta.54,2300,good,4.0,call,26,1,3.0,1
beta.54,2300,good,4.0,probe,26,1,3.0,
beta.54,2300,good,4.0,call,27,1,3.0,1
beta.54,2300,good,4.0,probe,27,1,3.0,
beta.54,2300,good,4.0,call,28,1,3.0,1
beta.54,2300,good,4.0,probe,28,1,3.0,
beta.54,2300,good,4.0,call,29,1,3.0,1
beta.54,2300,good,4.0,probe,29,1,3.0,
beta.54,2300,good,8.0,call,0,1,3.0,1
beta.54,2300,good,8.0,probe,0,1,3.0,
beta.54,2300,good,8.0,call,1,1,3.0,1
beta.54,2300,good,8.0,probe,1,1,3.0,
beta.54,2300,good,8.0,call,2,1,3.0,1
beta.54,2300,good,8.0,probe,2,1,3.0,
beta.54,2300,good,8.0,call,3,1,3.0,1
beta.54,2300,good,8.0,probe,3,1,3.0,
beta.54,2300,good,8.0,call,4,1,3.0,1
beta.54,2300,good,8.0,probe,4,1,3.0,
beta.54,2300,good,8.0,call,5,1,3.0,1
beta.54,2300,good,8.0,probe,5,1,3.0,
beta.54,2300,good,8.0,call,6,1,3.0,1
beta.54,2300,good,8.0,probe,6,1,3.0,
beta.54,2300,good,8.0,call,7,1,3.0,1
beta.54,2300,good,8.0,probe,7,1,3.0,
beta.54,2300,good,8.0,call,8,1,3.0,1
beta.54,2300,good,8.0,probe,8,1,3.0,
beta.54,2300,good,8.0,call,9,1,3.0,1
beta.54,2300,good,8.0,probe,9,1,3.0,
beta.54,2300,good,8.0,call,10,1,3.0,1
beta.54,2300,good,8.0,probe,10,1,3.0,
beta.54,2300,good,8.0,call,11,1,3.0,1
beta.54,2300,good,8.0,probe,11,1,3.0,
beta.54,2300,good,8.0,call,12,1,3.0,1
beta.54,2300,good,8.0,probe,12,1,3.0,
beta.54,2300,good,8.0,call,13,1,3.0,1
beta.54,2300,good,8.0,probe,13,1,3.0,
beta.54,2300,good,8.0,call,14,1,3.0,1
beta.54,2300,good,8.0,probe,14,1,3.0,
beta.54,2300,good,8.0,call,15,1,3.0,1
beta.54,2300,good,8.0,probe,15,1,3.0,
beta.54,2300,good,8.0,call,16,1,3.0,1
beta.54,2300,good,8.0,probe,16,1,3.0,
beta.54,2300,good,8.0,call,17,1,3.0,1
beta.54,2300,good,8.0,probe,17,1,3.0,
beta.54,2300,good,8.0,call,18,1,3.0,1
beta.54,2300,good,8.0,probe,18,1,3.0,
beta.54,2300,good,8.0,call,19,1,3.0,1
beta.54,2300,good,8.0,probe,19,1,3.0,
beta.54,2300,good,8.0,call,20,1,3.0,1
beta.54,2300,good,8.0,probe,20,1,3.0,
beta.54,2300,good,8.0,call,21,1,3.0,1
beta.54,2300,good,8.0,probe,21,1,3.0,
beta.54,2300,good,8.0,call,22,1,3.0,1
beta.54,2300,good,8.0,probe,22,1,3.0,
beta.54,2300,good,8.0,call,23,1,3.0,1
beta.54,2300,good,8.0,probe,23,1,3.0,
beta.54,2300,good,8.0,call,24,1,3.0,1
beta.54,2300,good,8.0,probe,24,1,3.0,
beta.54,2300,good,8.0,call,25,1,3.0,1
beta.54,2300,good,8.0,probe,25,1,3.0,
beta.54,2300,good,8.0,call,26,1,3.0,1
beta.54,2300,good,8.0,probe,26,1,3.0,
beta.54,2300,good,8.0,call,27,1,3.0,1
beta.54,2300,good,8.0,probe,27,1,3.0,
beta.54,2300,good,8.0,call,28,1,3.0,1
beta.54,2300,good,8.0,probe,28,1,3.0,
beta.54,2300,good,8.0,call,29,1,3.0,1
beta.54,2300,good,8.0,probe,29,1,3.0,
beta.54,2300,moderate,-16.0,call,0,0,,
beta.54,2300,moderate,-16.0,probe,0,0,,
beta.54,2300,moderate,-16.0,call,1,1,20.0,3
beta.54,2300,moderate,-16.0,probe,1,0,,
beta.54,2300,moderate,-16.0,call,2,0,,
beta.54,2300,moderate,-16.0,probe,2,0,,
beta.54,2300,moderate,-16.0,call,3,0,,
beta.54,2300,moderate,-16.0,probe,3,0,,
beta.54,2300,moderate,-16.0,call,4,1,19.0,3
beta.54,2300,moderate,-16.0,probe,4,0,,
beta.54,2300,moderate,-16.0,call,5,1,53.0,7
beta.54,2300,moderate,-16.0,probe,5,0,,
beta.54,2300,moderate,-16.0,call,6,0,,
beta.54,2300,moderate,-16.0,probe,6,0,,
beta.54,2300,moderate,-16.0,call,7,0,,
beta.54,2300,moderate,-16.0,probe,7,0,,
beta.54,2300,moderate,-16.0,call,8,1,64.0,7
beta.54,2300,moderate,-16.0,probe,8,0,,
beta.54,2300,moderate,-16.0,call,9,0,,
beta.54,2300,moderate,-16.0,probe,9,0,,
beta.54,2300,moderate,-16.0,call,10,0,,
beta.54,2300,moderate,-16.0,probe,10,0,,
beta.54,2300,moderate,-16.0,call,11,0,,
beta.54,2300,moderate,-16.0,probe,11,0,,
beta.54,2300,moderate,-16.0,call,12,1,22.0,3
beta.54,2300,moderate,-16.0,probe,12,0,,
beta.54,2300,moderate,-16.0,call,13,0,,
beta.54,2300,moderate,-16.0,probe,13,0,,
beta.54,2300,moderate,-16.0,call,14,0,,
beta.54,2300,moderate,-16.0,probe,14,0,,
beta.54,2300,moderate,-16.0,call,15,0,,
beta.54,2300,moderate,-16.0,probe,15,0,,
beta.54,2300,moderate,-16.0,call,16,1,19.0,3
beta.54,2300,moderate,-16.0,probe,16,0,,
beta.54,2300,moderate,-16.0,call,17,1,37.0,5
beta.54,2300,moderate,-16.0,probe,17,0,,
beta.54,2300,moderate,-16.0,call,18,1,19.0,3
beta.54,2300,moderate,-16.0,probe,18,0,,
beta.54,2300,moderate,-16.0,call,19,1,22.0,3
beta.54,2300,moderate,-16.0,probe,19,0,,
beta.54,2300,moderate,-16.0,call,20,1,20.0,3
beta.54,2300,moderate,-16.0,probe,20,0,,
beta.54,2300,moderate,-16.0,call,21,0,,
beta.54,2300,moderate,-16.0,probe,21,0,,
beta.54,2300,moderate,-16.0,call,22,1,20.0,3
beta.54,2300,moderate,-16.0,probe,22,0,,
beta.54,2300,moderate,-16.0,call,23,1,19.0,3
beta.54,2300,moderate,-16.0,probe,23,0,,
beta.54,2300,moderate,-16.0,call,24,0,,
beta.54,2300,moderate,-16.0,probe,24,0,,
beta.54,2300,moderate,-16.0,call,25,1,20.0,3
beta.54,2300,moderate,-16.0,probe,25,0,,
beta.54,2300,moderate,-16.0,call,26,1,53.0,5
beta.54,2300,moderate,-16.0,probe,26,0,,
beta.54,2300,moderate,-16.0,call,27,1,18.0,3
beta.54,2300,moderate,-16.0,probe,27,0,,
beta.54,2300,moderate,-16.0,call,28,0,,
beta.54,2300,moderate,-16.0,probe,28,0,,
beta.54,2300,moderate,-16.0,call,29,0,,
beta.54,2300,moderate,-16.0,probe,29,0,,
beta.54,2300,moderate,-12.0,call,0,1,19.0,3
beta.54,2300,moderate,-12.0,probe,0,0,,
beta.54,2300,moderate,-12.0,call,1,1,20.0,3
beta.54,2300,moderate,-12.0,probe,1,0,,
beta.54,2300,moderate,-12.0,call,2,1,20.0,3
beta.54,2300,moderate,-12.0,probe,2,0,,
beta.54,2300,moderate,-12.0,call,3,1,55.0,5
beta.54,2300,moderate,-12.0,probe,3,0,,
beta.54,2300,moderate,-12.0,call,4,1,19.0,3
beta.54,2300,moderate,-12.0,probe,4,0,,
beta.54,2300,moderate,-12.0,call,5,1,19.0,3
beta.54,2300,moderate,-12.0,probe,5,0,,
beta.54,2300,moderate,-12.0,call,6,1,19.0,3
beta.54,2300,moderate,-12.0,probe,6,0,,
beta.54,2300,moderate,-12.0,call,7,1,19.0,3
beta.54,2300,moderate,-12.0,probe,7,0,,
beta.54,2300,moderate,-12.0,call,8,1,21.0,3
beta.54,2300,moderate,-12.0,probe,8,0,,
beta.54,2300,moderate,-12.0,call,9,1,22.0,3
beta.54,2300,moderate,-12.0,probe,9,0,,
beta.54,2300,moderate,-12.0,call,10,1,20.0,3
beta.54,2300,moderate,-12.0,probe,10,0,,
beta.54,2300,moderate,-12.0,call,11,1,21.0,3
beta.54,2300,moderate,-12.0,probe,11,0,,
beta.54,2300,moderate,-12.0,call,12,1,22.0,3
beta.54,2300,moderate,-12.0,probe,12,0,,
beta.54,2300,moderate,-12.0,call,13,1,21.0,3
beta.54,2300,moderate,-12.0,probe,13,0,,
beta.54,2300,moderate,-12.0,call,14,1,21.0,3
beta.54,2300,moderate,-12.0,probe,14,0,,
beta.54,2300,moderate,-12.0,call,15,1,19.0,3
beta.54,2300,moderate,-12.0,probe,15,0,,
beta.54,2300,moderate,-12.0,call,16,1,19.0,3
beta.54,2300,moderate,-12.0,probe,16,0,,
beta.54,2300,moderate,-12.0,call,17,1,20.0,3
beta.54,2300,moderate,-12.0,probe,17,0,,
beta.54,2300,moderate,-12.0,call,18,1,19.0,3
beta.54,2300,moderate,-12.0,probe,18,0,,
beta.54,2300,moderate,-12.0,call,19,1,22.0,3
beta.54,2300,moderate,-12.0,probe,19,0,,
beta.54,2300,moderate,-12.0,call,20,1,20.0,3
beta.54,2300,moderate,-12.0,probe,20,0,,
beta.54,2300,moderate,-12.0,call,21,1,21.0,3
beta.54,2300,moderate,-12.0,probe,21,0,,
beta.54,2300,moderate,-12.0,call,22,1,20.0,3
beta.54,2300,moderate,-12.0,probe,22,0,,
beta.54,2300,moderate,-12.0,call,23,1,19.0,3
beta.54,2300,moderate,-12.0,probe,23,0,,
beta.54,2300,moderate,-12.0,call,24,1,21.0,3
beta.54,2300,moderate,-12.0,probe,24,0,,
beta.54,2300,moderate,-12.0,call,25,1,20.0,3
beta.54,2300,moderate,-12.0,probe,25,0,,
beta.54,2300,moderate,-12.0,call,26,1,20.0,3
beta.54,2300,moderate,-12.0,probe,26,0,,
beta.54,2300,moderate,-12.0,call,27,1,18.0,3
beta.54,2300,moderate,-12.0,probe,27,0,,
beta.54,2300,moderate,-12.0,call,28,1,19.0,3
beta.54,2300,moderate,-12.0,probe,28,0,,
beta.54,2300,moderate,-12.0,call,29,1,21.0,3
beta.54,2300,moderate,-12.0,probe,29,0,,
beta.54,2300,moderate,-8.0,call,0,1,19.0,3
beta.54,2300,moderate,-8.0,probe,0,0,,
beta.54,2300,moderate,-8.0,call,1,1,20.0,3
beta.54,2300,moderate,-8.0,probe,1,0,,
beta.54,2300,moderate,-8.0,call,2,1,20.0,3
beta.54,2300,moderate,-8.0,probe,2,0,,
beta.54,2300,moderate,-8.0,call,3,1,20.0,3
beta.54,2300,moderate,-8.0,probe,3,0,,
beta.54,2300,moderate,-8.0,call,4,1,19.0,3
beta.54,2300,moderate,-8.0,probe,4,0,,
beta.54,2300,moderate,-8.0,call,5,1,19.0,3
beta.54,2300,moderate,-8.0,probe,5,0,,
beta.54,2300,moderate,-8.0,call,6,1,19.0,3
beta.54,2300,moderate,-8.0,probe,6,0,,
beta.54,2300,moderate,-8.0,call,7,1,19.0,3
beta.54,2300,moderate,-8.0,probe,7,0,,
beta.54,2300,moderate,-8.0,call,8,1,21.0,3
beta.54,2300,moderate,-8.0,probe,8,0,,
beta.54,2300,moderate,-8.0,call,9,1,22.0,3
beta.54,2300,moderate,-8.0,probe,9,0,,
beta.54,2300,moderate,-8.0,call,10,1,20.0,3
beta.54,2300,moderate,-8.0,probe,10,0,,
beta.54,2300,moderate,-8.0,call,11,1,21.0,3
beta.54,2300,moderate,-8.0,probe,11,0,,
beta.54,2300,moderate,-8.0,call,12,1,22.0,3
beta.54,2300,moderate,-8.0,probe,12,0,,
beta.54,2300,moderate,-8.0,call,13,1,21.0,3
beta.54,2300,moderate,-8.0,probe,13,0,,
beta.54,2300,moderate,-8.0,call,14,1,21.0,3
beta.54,2300,moderate,-8.0,probe,14,0,,
beta.54,2300,moderate,-8.0,call,15,1,19.0,3
beta.54,2300,moderate,-8.0,probe,15,0,,
beta.54,2300,moderate,-8.0,call,16,1,19.0,3
beta.54,2300,moderate,-8.0,probe,16,0,,
beta.54,2300,moderate,-8.0,call,17,1,20.0,3
beta.54,2300,moderate,-8.0,probe,17,0,,
beta.54,2300,moderate,-8.0,call,18,1,19.0,3
beta.54,2300,moderate,-8.0,probe,18,0,,
beta.54,2300,moderate,-8.0,call,19,1,22.0,3
beta.54,2300,moderate,-8.0,probe,19,0,,
beta.54,2300,moderate,-8.0,call,20,1,20.0,3
beta.54,2300,moderate,-8.0,probe,20,0,,
beta.54,2300,moderate,-8.0,call,21,1,21.0,3
beta.54,2300,moderate,-8.0,probe,21,0,,
beta.54,2300,moderate,-8.0,call,22,1,20.0,3
beta.54,2300,moderate,-8.0,probe,22,0,,
beta.54,2300,moderate,-8.0,call,23,1,19.0,3
beta.54,2300,moderate,-8.0,probe,23,0,,
beta.54,2300,moderate,-8.0,call,24,1,21.0,3
beta.54,2300,moderate,-8.0,probe,24,0,,
beta.54,2300,moderate,-8.0,call,25,1,20.0,3
beta.54,2300,moderate,-8.0,probe,25,0,,
beta.54,2300,moderate,-8.0,call,26,1,20.0,3
beta.54,2300,moderate,-8.0,probe,26,0,,
beta.54,2300,moderate,-8.0,call,27,1,18.0,3
beta.54,2300,moderate,-8.0,probe,27,0,,
beta.54,2300,moderate,-8.0,call,28,1,19.0,3
beta.54,2300,moderate,-8.0,probe,28,0,,
beta.54,2300,moderate,-8.0,call,29,1,21.0,3
beta.54,2300,moderate,-8.0,probe,29,0,,
beta.54,2300,moderate,-4.0,call,0,1,3.0,1
beta.54,2300,moderate,-4.0,probe,0,1,3.0,
beta.54,2300,moderate,-4.0,call,1,1,20.0,3
beta.54,2300,moderate,-4.0,probe,1,0,,
beta.54,2300,moderate,-4.0,call,2,1,20.0,3
beta.54,2300,moderate,-4.0,probe,2,0,,
beta.54,2300,moderate,-4.0,call,3,1,3.0,1
beta.54,2300,moderate,-4.0,probe,3,1,3.0,
beta.54,2300,moderate,-4.0,call,4,1,3.0,1
beta.54,2300,moderate,-4.0,probe,4,1,3.0,
beta.54,2300,moderate,-4.0,call,5,1,3.0,1
beta.54,2300,moderate,-4.0,probe,5,1,3.0,
beta.54,2300,moderate,-4.0,call,6,1,19.0,3
beta.54,2300,moderate,-4.0,probe,6,0,,
beta.54,2300,moderate,-4.0,call,7,1,7.0,2
beta.54,2300,moderate,-4.0,probe,7,0,,
beta.54,2300,moderate,-4.0,call,8,1,3.0,1
beta.54,2300,moderate,-4.0,probe,8,1,3.0,
